Name	Latitude	Longitude	Altitude	Description
ABD	16.47430	-61.48810	12	La Joyeuse, Anse Bertrand, Guadeloupe (ABD.)
TDBA	15.855	-61.6354	159.0	Terre de Bas, Les Saintes, Guadeloupe (TDBA.)
MOG	16.05804	-61.71545	0.0	Mont d'Or, Guadeloupe (MOG.)
DHS	16.28868	-61.765236	0.0	Morne Mazeau - Deshaies, Guadeloupe (DHS.)
DSD	16.31277	-61.06605	0.0	La Desirade, Guadeloupe (DSD.)
